Customer_ID,Customer_Name,Age,Gender,City,State,Signup_Date,Customer_Segment,Acquisition_Channel
C00158,Customer 00158,48,Female,Chennai,Tamil Nadu,2026-02-24,Premium,Referral
C00159,Customer 00159,32,Female,Pune,Maharashtra,2024-01-21,Regular,Referral
C00160,Customer 00160,33,Male,Pune,Maharashtra,2024-10-01,Premium,Paid
C00161,Customer 00161,30,Female,Lucknow,Uttar Pradesh,2024-09-16,Regular,Organic
C00162,Customer 00162,52,Female,Kolkata,West Bengal,2024-11-28,Regular,Organic
C00163,Customer 00163,28,Female,Pune,Maharashtra,2025-04-10,Regular,Social
C00164,Customer 00164,38,Female,Lucknow,Uttar Pradesh,2024-04-25,Regular,Social
C00165,Customer 00165,28,Female,Delhi,Delhi,2025-02-16,Occasional,Referral
C00166,Customer 00166,47,Female,Hyderabad,Telangana,2025-06-20,Premium,Referral
C00167,Customer 00167,65,Male,Indore,Madhya Pradesh,2026-04-24,Occasional,Referral
C00168,Customer 00168,52,Male,Mumbai,Maharashtra,2026-02-04,Regular,Organic
C00169,Customer 00169,39,Male,Kochi,Kerala,2025-12-23,Premium,Paid
C00170,Customer 00170,55,Female,Jaipur,Rajasthan,2026-03-27,Regular,Referral
C00171,Customer 00171,48,Female,Chennai,Tamil Nadu,2026-04-12,Occasional,Paid
C00172,Customer 00172,31,Female,Hyderabad,Telangana,2026-04-30,Regular,Organic
C00173,Customer 00173,41,Male,Indore,Madhya Pradesh,2024-09-13,Occasional,Social
C00174,Customer 00174,49,Female,Indore,Madhya Pradesh,2024-06-16,Regular,Social
C00175,Customer 00175,53,Female,Indore,Madhya Pradesh,2026-04-28,Premium,Organic
C00176,Customer 00176,49,Female,Indore,Madhya Pradesh,2025-06-16,Occasional,Referral
C00177,Customer 00177,32,Female,Kolkata,West Bengal,2025-08-20,Premium,Social
C00178,Customer 00178,60,Female,Lucknow,Uttar Pradesh,2024-01-15,Occasional,Organic
C00179,Customer 00179,52,Female,Kochi,Kerala,2024-02-19,Premium,Paid
C00180,Customer 00180,20,Female,Pune,Maharashtra,2024-10-30,Regular,Paid
C00181,Customer 00181,33,Female,Indore,Madhya Pradesh,2025-05-01,Occasional,Paid
C00182,Customer 00182,22,Male,Jaipur,Rajasthan,2025-02-19,Occasional,Social
C00183,Customer 00183,38,Male,Pune,Maharashtra,2024-10-31,Regular,Paid
C00184,Customer 00184,27,Female,Bangalore,Karnataka,2024-07-14,Occasional,Organic
C00185,Customer 00185,36,Male,Bangalore,Karnataka,2026-05-25,Regular,Organic
C00186,Customer 00186,42,Female,Jaipur,Rajasthan,2026-03-23,Occasional,Organic
C00187,Customer 00187,21,Male,Lucknow,Uttar Pradesh,2026-03-10,Regular,Paid
C00188,Customer 00188,46,Female,Jaipur,Rajasthan,2025-01-22,Regular,Referral
C00189,Customer 00189,36,Male,Kolkata,West Bengal,2026-01-26,Regular,Organic
C00190,Customer 00190,60,Male,Jaipur,Rajasthan,2026-05-14,Premium,Referral
C00191,Customer 00191,19,Female,Delhi,Delhi,2025-03-30,Regular,Referral
C00192,Customer 00192,27,Male,Pune,Maharashtra,2025-12-13,Regular,Organic
C00193,Customer 00193,60,Male,Hyderabad,Telangana,2025-12-05,Regular,Referral
C00194,Customer 00194,42,Male,Ahmedabad,Gujarat,2026-04-27,Occasional,Referral
C00195,Customer 00195,37,Female,Lucknow,Uttar Pradesh,2025-10-19,Premium,Paid
C00196,Customer 00196,65,,Jaipur,Rajasthan,2024-11-05,Regular,Paid
C00197,Customer 00197,36,Female,Chennai,Tamil Nadu,2024-05-06,Regular,Referral
C00198,Customer 00198,40,Female,Bangalore,Karnataka,2024-06-23,Occasional,Social
C00199,Customer 00199,41,Female,Delhi,Delhi,2024-05-13,Regular,Paid
C00200,Customer 00200,28,Female,Kochi,Kerala,2024-03-06,Regular,Paid
C00201,Customer 00201,63,Female,Indore,Madhya Pradesh,2025-01-27,Regular,Paid
C00202,Customer 00202,51,Male,Ahmedabad,Gujarat,2024-12-30,Regular,Organic
C00203,Customer 00203,45,Female,Lucknow,Uttar Pradesh,2024-10-05,Premium,Paid
C00204,Customer 00204,22,Male,Hyderabad,Telangana,2026-01-27,Regular,Paid
C00205,Customer 00205,22,Female,Ahmedabad,Gujarat,2024-12-28,Premium,Organic
C00206,Customer 00206,38,Male,Jaipur,Rajasthan,2026-01-18,Regular,Paid
C00207,Customer 00207,29,Female,Kolkata,West Bengal,2024-06-19,Regular,Organic
C00208,Customer 00208,21,Male,Bangalore,Karnataka,2024-02-20,Regular,Paid
C00209,Customer 00209,59,Male,Bangalore,Karnataka,2024-11-23,Premium,Organic
C00210,Customer 00210,37,Female,Kochi,Kerala,2026-05-20,Occasional,Organic
C00211,Customer 00211,55,Female,Kolkata,West Bengal,2025-10-26,Occasional,Social
C00212,Customer 00212,42,Male,Bengaluru,Madhya Pradesh,2025-08-14,Regular,Social
C00213,Customer 00213,31,Female,Pune,Maharashtra,2024-05-24,Regular,Organic
C00214,Customer 00214,28,Female,Bengaluru,Maharashtra,2024-09-30,Regular,Paid
C00215,Customer 00215,49,Other,Delhi,Delhi,2024-06-03,Premium,Organic
C00216,Customer 00216,28,Female,Bangalore,Karnataka,2025-05-22,Regular,Paid
C00217,Customer 00217,35,Male,Chennai,Tamil Nadu,2026-04-28,Regular,Paid
C00218,Customer 00218,44,Male,Bangalore,Karnataka,2024-12-28,Occasional,Organic
C00219,Customer 00219,35,Female,Ahmedabad,Gujarat,2024-11-20,Occasional,Referral
C00220,Customer 00220,40,Female,Bangalore,Karnataka,2026-04-27,Regular,Organic
C00221,Customer 00221,28,Male,Lucknow,Uttar Pradesh,2025-10-16,Regular,Organic
C00222,Customer 00222,38,Male,Bangalore,Karnataka,2024-10-24,Occasional,Referral
C00223,Customer 00223,61,Female,Mumbai,Maharashtra,2025-05-08,Occasional,Referral
C00224,Customer 00224,22,Male,Mumbai,Maharashtra,2025-06-29,Occasional,Paid
C00225,Customer 00225,40,Male,Indore,Madhya Pradesh,2024-10-30,Premium,Paid
C00226,Customer 00226,58,Male,Hyderabad,Telangana,2025-04-11,Premium,Paid
C00227,Customer 00227,42,Male,Pune,Maharashtra,2024-08-26,Regular,Paid
C00228,Customer 00228,58,Male,Chennai,Tamil Nadu,2025-10-11,Regular,Paid
C00229,Customer 00229,27,Female,Bangalore,Karnataka,2026-02-04,Premium,Paid
C00230,Customer 00230,39,Male,Bangalore,Karnataka,2025-05-31,Premium,Paid
C00231,Customer 00231,36,Male,Delhi,Delhi,2026-06-02,Occasional,Referral
C00232,Customer 00232,18,Male,Mumbai,Maharashtra,2024-06-24,Occasional,Referral
C00233,Customer 00233,24,,Chennai,Tamil Nadu,2026-06-03,Regular,Paid
C00234,Customer 00234,21,Male,Indore,Madhya Pradesh,2025-02-13,Occasional,Paid
C00235,Customer 00235,18,Female,Kochi,Kerala,2025-12-26,Regular,Paid
C00236,Customer 00236,32,Female,Hyderabad,Telangana,2024-12-29,Occasional,Paid
C00237,Customer 00237,57,Male,Pune,Maharashtra,2024-01-23,Regular,Paid
C00238,Customer 00238,29,Male,Kolkata,West Bengal,2024-11-13,Premium,Social
C00239,Customer 00239,39,Male,Pune,Maharashtra,2025-06-08,Regular,Referral
C00240,Customer 00240,39,Female,Lucknow,Uttar Pradesh,2026-01-22,Regular,Social
C00241,Customer 00241,64,Female,Ahmedabad,Gujarat,2024-10-02,Regular,Referral
C00242,Customer 00242,34,Male,Lucknow,Uttar Pradesh,2025-08-26,Premium,Social
C00243,Customer 00243,46,Female,Bangalore,Karnataka,2025-09-11,Occasional,Referral
C00244,Customer 00244,63,Male,Bengaluru,Telangana,2024-08-16,Regular,Social
C00245,Customer 00245,31,Female,Ahmedabad,Gujarat,2025-10-25,Regular,Organic
C00246,Customer 00246,37,Female,Chennai,Tamil Nadu,2024-04-17,Regular,Organic
C00247,Customer 00247,65,Female,Kolkata,West Bengal,2026-03-11,Regular,Paid
C00248,Customer 00248,50,Female,Mumbai,Maharashtra,2024-06-24,Regular,Social
C00249,Customer 00249,60,Male,Hyderabad,Telangana,2024-11-15,Occasional,Paid
C00250,Customer 00250,32,Female,Hyderabad,Telangana,2024-10-12,Regular,Organic
C00251,Customer 00251,29,Female,Lucknow,Uttar Pradesh,2026-05-25,Regular,Paid
C00252,Customer 00252,57,Female,Bangalore,Karnataka,2024-11-24,Occasional,Referral
C00253,Customer 00253,37,Male,Jaipur,Rajasthan,2026-05-26,Premium,Paid
C00254,Customer 00254,47,Male,Indore,Madhya Pradesh,2026-01-22,Regular,Referral
C00255,Customer 00255,55,Female,Lucknow,Uttar Pradesh,2025-10-18,Occasional,Social
C00256,Customer 00256,20,Female,Hyderabad,Telangana,2024-12-21,Premium,Social
C00257,Customer 00257,45,Female,Delhi,Delhi,2024-01-14,Regular,Organic
C00258,Customer 00258,43,Female,Kolkata,West Bengal,2024-10-01,Occasional,Paid
C00259,Customer 00259,47,Female,Indore,Madhya Pradesh,2024-03-11,Regular,Paid
C00260,Customer 00260,30,Female,Lucknow,Uttar Pradesh,2026-04-06,Regular,Paid
C00261,Customer 00261,30,Female,Kolkata,West Bengal,2024-07-13,Occasional,Organic
C00262,Customer 00262,19,Female,Delhi,Delhi,2026-05-14,Regular,Referral
C00263,Customer 00263,54,Male,Kochi,Kerala,2026-03-22,Premium,Paid
C00264,Customer 00264,55,Male,Delhi,Delhi,2026-05-28,Occasional,Social
C00265,Customer 00265,19,Female,Delhi,Delhi,2025-06-06,Occasional,Social
C00266,Customer 00266,53,Male,Kolkata,West Bengal,2024-04-15,Regular,Organic
C00267,Customer 00267,43,Female,Pune,Maharashtra,2026-02-08,Regular,Social
C00268,Customer 00268,28,Male,Kolkata,West Bengal,2026-06-11,Occasional,Referral
C00269,Customer 00269,25,Male,Jaipur,Rajasthan,2024-07-14,Occasional,Paid
C00270,Customer 00270,61,Female,Bangalore,Karnataka,2024-05-24,Regular,Paid
C00271,Customer 00271,57,Female,Ahmedabad,Gujarat,2026-01-01,Premium,Paid
C00272,Customer 00272,60,Male,Pune,Maharashtra,2024-12-15,Regular,Paid
C00273,Customer 00273,39,Female,Mumbai,Maharashtra,2025-02-27,Occasional,Referral
C00274,Customer 00274,37,Female,Ahmedabad,Gujarat,2025-04-15,Occasional,Organic
C00275,Customer 00275,25,Female,Bangalore,Karnataka,2025-11-16,Occasional,Referral
C00276,Customer 00276,46,Male,Lucknow,Uttar Pradesh,2024-08-03,Occasional,Organic
C00277,Customer 00277,57,Female,Indore,Madhya Pradesh,2024-04-02,Regular,Organic
C00278,Customer 00278,43,Female,Jaipur,Rajasthan,2024-09-16,Regular,Paid
C00279,Customer 00279,47,Male,Jaipur,Rajasthan,2025-07-28,Occasional,Paid
C00280,Customer 00280,34,Female,Mumbai,Maharashtra,2025-06-24,Occasional,Paid
C00281,Customer 00281,37,Female,Pune,Maharashtra,2026-02-25,Regular,Organic
C00282,Customer 00282,33,Female,Kochi,Kerala,2026-05-08,Premium,Social
C00283,Customer 00283,63,Female,Delhi,Delhi,2024-10-11,Occasional,Referral
C00284,Customer 00284,60,Male,Pune,Maharashtra,2025-04-28,Regular,Organic
C00285,Customer 00285,24,Male,Indore,Madhya Pradesh,2025-01-06,Regular,Paid
C00286,Customer 00286,33,Female,Kochi,Kerala,2024-03-10,Regular,Paid
C00287,Customer 00287,62,Female,Jaipur,Rajasthan,2025-01-13,Regular,Organic
C00288,Customer 00288,64,Female,Kolkata,West Bengal,2024-10-05,Regular,Referral
C00289,Customer 00289,65,Female,Indore,Madhya Pradesh,2026-01-12,Occasional,Social
C00290,Customer 00290,44,Male,Bangalore,Karnataka,2024-10-28,Regular,Referral
C00291,Customer 00291,40,Male,Mumbai,Maharashtra,2024-09-11,Regular,Organic
C00292,Customer 00292,41,Male,Bangalore,Karnataka,2025-11-14,Regular,Social
C00293,Customer 00293,26,Male,Indore,Madhya Pradesh,2025-11-22,Occasional,Paid
C00294,Customer 00294,52,Female,Chennai,Tamil Nadu,2024-09-20,Occasional,Social
C00295,Customer 00295,37,Male,Chennai,Tamil Nadu,2025-11-25,Occasional,Organic
C00296,Customer 00296,54,Female,Lucknow,Uttar Pradesh,2026-04-13,Occasional,Paid
C00297,Customer 00297,59,Male,Pune,Maharashtra,2025-12-17,Premium,Referral
C00298,Customer 00298,34,Female,Jaipur,Rajasthan,2025-02-27,Premium,Organic
C00299,Customer 00299,64,Female,Jaipur,Rajasthan,2026-01-30,Regular,Referral
C00300,Customer 00300,48,Male,Delhi,Delhi,2024-07-31,Regular,Referral
C00301,Customer 00301,25,Male,Delhi,Delhi,2025-11-01,Occasional,Organic
C00302,Customer 00302,32,Male,Delhi,Delhi,2024-04-09,Regular,Referral
C00303,Customer 00303,48,Female,Kolkata,West Bengal,2026-04-08,Occasional,Paid
C00304,Customer 00304,47,Male,Ahmedabad,Gujarat,2024-04-21,Regular,Organic
C00305,Customer 00305,63,Female,Hyderabad,Telangana,2024-11-03,Regular,Social
C00306,Customer 00306,37,Other,Ahmedabad,Gujarat,2025-11-08,Regular,Social
C00307,Customer 00307,56,Female,Bangalore,Karnataka,2025-04-19,Regular,Organic
C00308,Customer 00308,29,Male,Ahmedabad,Gujarat,2025-07-01,Regular,Paid
C00309,Customer 00309,34,Female,Kolkata,West Bengal,2024-04-21,Regular,Paid
C00310,Customer 00310,59,Male,Lucknow,Uttar Pradesh,2024-03-27,Regular,Referral
C00311,Customer 00311,47,Male,Bangalore,Karnataka,2024-07-01,Regular,Social
C00312,Customer 00312,46,Female,Ahmedabad,Gujarat,2025-08-19,Premium,Paid
C00313,Customer 00313,36,Female,Kolkata,West Bengal,2026-02-19,Regular,Social
C00314,Customer 00314,63,Male,Hyderabad,Telangana,2024-06-13,Regular,Paid
C00315,Customer 00315,28,Male,Ahmedabad,Gujarat,2026-03-25,Premium,Paid
C00316,Customer 00316,51,Male,Kolkata,West Bengal,2024-03-30,Regular,Social
C00317,Customer 00317,24,Female,Delhi,Delhi,2025-03-30,Regular,Paid
C00318,Customer 00318,61,Male,Jaipur,Rajasthan,2024-08-25,Regular,Paid
