Order_ID,Customer_ID,Order_Date,Payment_Method,Shipping_City,Order_Status,Discount_Percentage
O00110,C03049,2025-01-11,Card,Pune,Delivered,20.0
O00111,C04983,2025-09-27,UPI,Indore,Delivered,15.0
O00112,C00800,2025-09-20,Card,Kolkata,Delivered,15.0
O00113,C03823,2025-07-16,COD,Ahmedabad,Cancelled,5.0
O00114,C01296,2025-07-05,UPI,Indore,Delivered,15.0
O00115,C00435,2025-10-23,Card,Kochi,Delivered,25.0
O00116,C03805,2025-08-09,Card,Delhi,Delivered,5.0
O00117,C02614,2025-03-22,UPI,Pune,Delivered,20.0
O00118,C00916,2025-08-10,Card,Pune,Delivered,20.0
O00119,C02276,2025-06-19,Card,Kolkata,Delivered,25.0
O00120,C04641,2025-03-27,COD,Bangalore,Delivered,5.0
O00121,C00648,2025-02-13,UPI,Indore,Delivered,25.0
O00122,C02296,2025-09-18,Card,Kochi,Delivered,0.0
O00123,C04079,2025-04-14,Net Banking,Kochi,Delivered,0.0
O00124,C01432,2025-10-11,Card,Hyderabad,Delivered,0.0
O00125,C02362,2025-08-16,Card,Kochi,Delivered,10.0
O00126,C04133,2025-07-07,UPI,Indore,Delivered,0.0
O00127,C00724,2025-05-01,UPI,Indore,Delivered,5.0
O00128,C01548,2025-05-29,Net Banking,Indore,Delivered,10.0
O00129,C00980,2025-12-18,UPI,Pune,Delivered,0.0
O00130,C00084,2025-11-01,Net Banking,Delhi,Delivered,15.0
O00131,C03487,2025-02-26,UPI,Indore,Delivered,5.0
O00132,C01366,2025-12-07,UPI,Chennai,Delivered,0.0
O00133,C04815,2025-07-08,UPI,Ahmedabad,Delivered,5.0
O00134,C00550,2025-12-23,Card,Pune,Delivered,0.0
O00135,C03493,2025-02-07,COD,Mumbai,Delivered,15.0
O00136,C02763,2025-07-20,Net Banking,Kolkata,Delivered,5.0
O00137,C03854,2025-08-17,UPI,Pune,Delivered,0.0
O00138,C04683,2025-05-11,UPI,Lucknow,Delivered,10.0
O00139,C03200,2025-06-20,Card,Jaipur,Delivered,10.0
O00140,C00152,2025-11-26,Card,Pune,Delivered,5.0
O00141,C03499,2025-02-04,UPI,Ahmedabad,Delivered,5.0
O00142,C02213,2025-07-20,UPI,Kochi,Delivered,15.0
O00143,C02986,2025-06-17,UPI,Indore,Delivered,10.0
O00144,C04095,2025-09-03,Card,Indore,Delivered,5.0
O00145,C01568,2025-08-12,Card,Jaipur,Delivered,25.0
O00146,C00212,2025-12-07,COD,Lucknow,Delivered,5.0
O00147,C04838,2025-02-27,UPI,Bangalore,Cancelled,10.0
O00148,C02180,2025-10-17,COD,Delhi,Delivered,10.0
O00149,C03224,2025-01-25,UPI,Hyderabad,Delivered,5.0
O00150,C04192,2025-02-01,UPI,Ahmedabad,Delivered,5.0
O00151,C01527,2025-04-20,Card,Lucknow,Cancelled,10.0
O00152,C00522,2025-04-11,COD,Pune,Delivered,5.0
O00153,C03947,2025-05-30,UPI,Indore,Cancelled,5.0
O00154,C01703,2025-12-11,Net Banking,Hyderabad,Delivered,10.0
O00155,C00018,2025-07-12,Card,Kolkata,Delivered,15.0
O00156,C03481,2025-04-19,UPI,Ahmedabad,Returned,15.0
O00157,C01720,2025-12-22,COD,Kochi,Delivered,0.0
O00158,C03317,2025-10-04,Card,Kolkata,Delivered,15.0
O00159,C04015,2025-08-21,COD,Hyderabad,Delivered,25.0
O00160,C00879,2025-01-21,COD,Indore,Delivered,10.0
O00161,C00594,2025-09-09,Card,Delhi,Delivered,10.0
O00162,C04739,2025-01-14,UPI,Indore,Delivered,25.0
O00163,C04897,2025-08-03,COD,Indore,Cancelled,20.0
O00164,C04551,2025-01-24,Card,Pune,Cancelled,10.0
O00165,C01610,2025-01-20,Card,Indore,Returned,15.0
O00166,C00876,2025-07-21,UPI,Hyderabad,Delivered,5.0
O00167,C03232,2025-11-17,Net Banking,Pune,Delivered,10.0
O00168,C02449,2025-02-21,Card,Chennai,Delivered,15.0
O00169,C04558,2025-12-23,Card,Chennai,Delivered,5.0
O00170,C02137,2025-07-05,Card,Mumbai,Delivered,10.0
O00171,C02054,2025-07-26,COD,Hyderabad,Delivered,0.0
O00172,C00084,2025-12-26,UPI,Bangalore,Delivered,20.0
O00173,C01440,2025-04-05,COD,Pune,Delivered,20.0
O00174,C02669,2025-12-14,UPI,Delhi,Delivered,10.0
O00175,C02220,2025-09-23,Card,Mumbai,Cancelled,5.0
O00176,C00699,2025-11-22,Card,Lucknow,Delivered,15.0
O00177,C01821,2025-01-15,Card,Pune,Delivered,5.0
O00178,C04626,2025-06-24,Card,Jaipur,Delivered,5.0
O00179,C04415,2025-08-07,UPI,Bangalore,Delivered,25.0
O00180,C01099,2025-01-10,Card,Hyderabad,Delivered,0.0
O00181,C02895,2025-01-19,Net Banking,Ahmedabad,Delivered,5.0
O00182,C03418,2025-03-09,COD,Mumbai,Delivered,10.0
O00183,C00249,2025-10-05,UPI,Chennai,Cancelled,0.0
O00184,C04483,2025-11-15,Net Banking,Indore,Delivered,0.0
O00185,C01958,2025-10-21,COD,Kolkata,Delivered,10.0
O00186,C01891,2025-01-15,UPI,Kochi,Delivered,0.0
O00187,C04459,2025-11-22,Card,Indore,Delivered,5.0
O00188,C03368,2025-04-24,Card,Delhi,Delivered,10.0
O00189,C02116,2025-10-27,UPI,Kochi,Delivered,5.0
O00190,C03064,2025-06-07,COD,Ahmedabad,Delivered,15.0
O00191,C01807,2025-04-14,UPI,Mumbai,Delivered,25.0
O00192,C00296,2025-10-07,Card,Bangalore,Delivered,15.0
O00193,C02695,2025-03-27,Card,Bangalore,Delivered,30.0
O00194,C01992,2025-04-04,Net Banking,Kochi,Delivered,5.0
O00195,C03940,2025-06-23,UPI,Chennai,Delivered,5.0
O00196,C00032,2025-08-30,UPI,Jaipur,Delivered,5.0
O00197,C04651,2025-09-19,Card,Kolkata,Delivered,20.0
O00198,C03876,2025-10-21,COD,Pune,Delivered,5.0
O00199,C04401,2025-10-09,Net Banking,Mumbai,Delivered,15.0
O00200,C00793,2025-05-27,UPI,Delhi,Delivered,15.0
O00201,C04192,2025-01-02,Card,Kochi,Delivered,0.0
O00202,C01090,2025-03-09,UPI,Lucknow,Delivered,20.0
O00203,C00230,2025-03-10,COD,Jaipur,Delivered,10.0
O00204,C02781,2025-02-16,UPI,Chennai,Delivered,5.0
O00205,C04454,2025-12-21,COD,Hyderabad,Delivered,25.0
O00206,C04498,2025-03-05,UPI,Delhi,Delivered,15.0
O00207,C00790,2025-03-21,COD,Hyderabad,Delivered,10.0
O00208,C04195,2025-09-11,UPI,Lucknow,Delivered,30.0
O00209,C04367,2025-08-25,Card,Lucknow,Delivered,15.0
O00210,C01799,2025-11-25,Card,Kochi,Delivered,0.0
O00211,C03981,2025-05-19,UPI,Ahmedabad,Delivered,30.0
O00212,C04458,2025-09-21,UPI,Kochi,Delivered,10.0
O00213,C03241,2025-11-12,UPI,Bangalore,Delivered,5.0
O00214,C04636,2025-06-03,UPI,Kochi,Delivered,15.0
O00215,C03857,2025-05-12,UPI,Ahmedabad,Delivered,0.0
O00216,C04929,2025-08-14,Card,Ahmedabad,Delivered,15.0
O00217,C00314,2025-04-02,Card,Pune,Delivered,0.0
O00218,C00233,2025-04-28,COD,Kolkata,Delivered,0.0
O00219,C03508,2025-05-06,UPI,Bangalore,Returned,5.0
O00220,C01030,2025-08-15,UPI,Kochi,Delivered,5.0
O00221,C03607,2025-12-05,COD,Mumbai,Delivered,10.0
O00222,C02712,2025-06-28,Card,Indore,Delivered,10.0
O00223,C04340,2025-03-26,UPI,Kochi,Delivered,15.0
O00224,C02289,2025-06-13,UPI,Delhi,Delivered,0.0
O00225,C04000,2025-08-18,UPI,Chennai,Delivered,20.0
O00226,C02606,2025-07-25,UPI,Delhi,Delivered,20.0
O00227,C03345,2025-04-14,COD,Ahmedabad,Delivered,5.0
O00228,C02123,2025-04-24,UPI,Hyderabad,Delivered,10.0
O00229,C02331,2025-07-07,Net Banking,Delhi,Delivered,10.0
O00230,C03780,2025-09-28,COD,Mumbai,Delivered,25.0
O00231,C04183,2025-02-20,Card,Delhi,Delivered,20.0
O00232,C00881,2025-11-02,UPI,Mumbai,Delivered,0.0
O00233,C02978,2025-08-10,UPI,Indore,Delivered,25.0
O00234,C01173,2025-04-21,Card,Delhi,Cancelled,0.0
O00235,C00160,2025-02-24,UPI,Jaipur,Delivered,10.0
O00236,C02494,2025-01-12,COD,Bangalore,Delivered,5.0
O00237,C02130,2025-07-09,UPI,Delhi,Delivered,5.0
O00238,C03079,2025-06-04,COD,Pune,Delivered,10.0
O00239,C02230,2025-12-01,Card,Mumbai,Delivered,10.0
O00240,C02918,2025-12-12,COD,Indore,Delivered,0.0
O00241,C03014,2025-09-22,Card,Delhi,Delivered,25.0
O00242,C01550,2025-12-26,Card,Hyderabad,Delivered,0.0
O00243,C04574,2025-04-14,Net Banking,Indore,Returned,5.0
O00244,C03386,2025-06-12,UPI,Mumbai,Delivered,15.0
O00245,C01580,2025-05-21,UPI,Bangalore,Delivered,20.0
O00246,C03372,2025-08-25,UPI,Kochi,Delivered,15.0
O00247,C01961,2025-02-13,Card,Mumbai,Delivered,5.0
O00248,C03845,2025-08-27,UPI,Lucknow,Returned,15.0
O00249,C04698,2025-04-07,UPI,Indore,Delivered,15.0
O00250,C02391,2025-04-08,UPI,Kolkata,Delivered,10.0
O00251,C01420,2025-11-20,COD,Chennai,Delivered,15.0
O00252,C03918,2025-02-22,Card,Bangalore,Delivered,10.0
O00253,C03836,2025-04-19,COD,Kolkata,Delivered,0.0
O00254,C04429,2025-09-14,UPI,Chennai,Delivered,5.0
O00255,C04451,2025-01-11,Card,Kolkata,Delivered,15.0
O00256,C03631,2025-06-27,Card,Mumbai,Delivered,5.0
O00257,C04943,2025-10-21,Card,Bangalore,Delivered,10.0
O00258,C00163,2025-01-25,UPI,Kolkata,Delivered,10.0
O00259,C00116,2025-05-06,UPI,Mumbai,Delivered,15.0
O00260,C01471,2025-09-23,Net Banking,Kochi,Delivered,5.0
O00261,C03080,2025-05-13,COD,Jaipur,Cancelled,10.0
O00262,C03853,2025-10-05,UPI,Kolkata,Delivered,10.0
O00263,C02839,2025-02-11,Net Banking,Delhi,Delivered,20.0
O00264,C00543,2025-04-11,UPI,Pune,Delivered,10.0
O00265,C00414,2025-10-11,Card,Lucknow,Delivered,5.0
O00266,C00682,2025-10-04,COD,Delhi,Delivered,10.0
O00267,C00642,2025-05-19,UPI,Kochi,Returned,0.0
O00268,C03979,2025-08-09,UPI,Indore,Delivered,10.0
O00269,C01433,2025-03-10,Card,Ahmedabad,Delivered,20.0
O00270,C00669,2025-10-20,Card,Chennai,Delivered,10.0
O00271,C02070,2025-06-26,UPI,Kolkata,Delivered,5.0
O00272,C00969,2025-07-16,UPI,Bangalore,Delivered,10.0
O00273,C01181,2025-02-02,COD,Chennai,Delivered,20.0
O00274,C04820,2025-10-28,UPI,Jaipur,Delivered,15.0
O00275,C03236,2025-08-16,UPI,Ahmedabad,Delivered,15.0
O00276,C00252,2025-05-16,COD,Kolkata,Delivered,10.0
O00277,C04301,2025-05-14,UPI,Jaipur,Delivered,5.0
O00278,C02880,2025-05-23,UPI,Pune,Delivered,0.0
O00279,C03999,2025-09-02,Net Banking,Mumbai,Delivered,25.0
O00280,C00791,2025-05-17,Net Banking,Lucknow,Delivered,0.0
O00281,C04561,2025-03-02,UPI,Pune,Cancelled,5.0
O00282,C01496,2025-02-25,COD,Kolkata,Delivered,15.0
O00283,C04490,2025-05-13,COD,Chennai,Delivered,
O00284,C03069,2025-07-27,Card,Bangalore,Delivered,10.0
O00285,C02708,2025-05-06,Card,Lucknow,Delivered,15.0
O00286,C02578,2025-05-03,UPI,Kolkata,Delivered,10.0
O00287,C01236,2025-08-19,UPI,Mumbai,Delivered,10.0
O00288,C01059,2025-02-04,Card,Jaipur,Delivered,0.0
O00289,C01171,2025-09-23,COD,Indore,Delivered,10.0
O00290,C03619,2025-04-01,Card,Indore,Delivered,10.0
O00291,C03660,2025-01-21,UPI,Ahmedabad,Delivered,20.0
O00292,C03656,2025-05-20,UPI,Delhi,Delivered,10.0
O00293,C00057,2025-09-22,Card,Pune,Delivered,10.0
O00294,C01893,2025-04-30,Card,Pune,Delivered,15.0
O00295,C02570,2025-08-09,UPI,Hyderabad,Delivered,10.0
O00296,C04081,2025-01-23,Card,Delhi,Delivered,5.0
O00297,C04457,2025-02-08,COD,Jaipur,Delivered,20.0
O00298,C01949,2025-08-23,UPI,Jaipur,Delivered,20.0
O00299,C00223,2025-08-29,UPI,Hyderabad,Delivered,20.0
O00300,C01640,2025-05-08,UPI,Delhi,Delivered,5.0
O00301,C04423,2025-01-22,Net Banking,Kolkata,Delivered,5.0
O00302,C01758,2025-02-24,Card,Chennai,Delivered,20.0
O00303,C00836,2025-11-26,Card,Jaipur,Delivered,0.0
O00304,C02537,2025-02-16,COD,Delhi,Delivered,15.0
O00305,C02526,2025-08-22,UPI,Jaipur,Delivered,5.0
O00306,C00985,2025-01-27,UPI,Chennai,Delivered,15.0
O00307,C01358,2025-02-17,Card,Hyderabad,Delivered,20.0
O00308,C04888,2025-06-16,Card,Mumbai,Delivered,10.0
O00309,C03061,2025-09-28,UPI,Mumbai,Delivered,0.0
O00310,C04478,2025-03-22,UPI,Indore,Delivered,15.0
O00311,C01447,2025-04-28,Card,Indore,Delivered,0.0
O00312,C01372,2025-02-14,Card,Mumbai,Cancelled,0.0
O00313,C03225,2025-10-02,UPI,Pune,Delivered,20.0
O00314,C01875,2025-06-30,Card,Lucknow,Delivered,15.0
O00315,C02500,2025-11-07,Net Banking,Lucknow,Delivered,10.0
O00316,C03362,2025-08-20,UPI,Hyderabad,Delivered,15.0
O00317,C01143,2025-03-27,Card,Pune,Delivered,25.0
O00318,C04310,2025-04-15,Card,Delhi,Delivered,0.0
O00319,C00565,2025-08-31,UPI,Kolkata,Delivered,5.0
O00320,C04828,2025-06-26,COD,Lucknow,Delivered,15.0
O00321,C04535,2025-08-22,COD,Hyderabad,Delivered,5.0
O00322,C01589,2025-03-19,COD,Delhi,Delivered,5.0
O00323,C03986,2025-05-06,UPI,Indore,Delivered,10.0
O00324,C04725,2025-07-08,COD,Bangalore,Delivered,15.0
O00325,C04999,2025-03-01,Card,Hyderabad,Returned,5.0
O00326,C01471,2025-08-08,UPI,Kochi,Delivered,10.0
O00327,C03915,2025-03-17,UPI,Lucknow,Delivered,10.0
O00328,C03114,2025-04-01,COD,Kochi,Delivered,0.0
O00329,C04491,2025-04-26,Card,Mumbai,Cancelled,10.0
O00330,C04343,2025-10-07,COD,Pune,Delivered,20.0
O00331,C03363,2025-06-16,UPI,Chennai,Delivered,15.0
O00332,C01637,2025-05-06,COD,Bangalore,Delivered,10.0
O00333,C02913,2025-08-21,UPI,Jaipur,Delivered,0.0
O00334,C01473,2025-04-24,UPI,Mumbai,Delivered,0.0
O00335,C01245,2025-04-10,Net Banking,Mumbai,Delivered,0.0
O00336,C03738,2025-05-31,UPI,Kochi,Delivered,15.0
O00337,C02099,2025-03-13,Card,Kochi,Delivered,15.0
O00338,C02598,2025-12-15,COD,Kolkata,Cancelled,15.0
O00339,C02513,2025-06-16,COD,Mumbai,Cancelled,5.0
O00340,C04515,2025-03-13,Card,Kochi,Delivered,0.0
O00341,C00259,2025-12-14,Card,Hyderabad,Delivered,15.0
O00342,C02359,2025-12-19,Card,Chennai,Delivered,25.0
O00343,C03394,2025-01-11,UPI,Kochi,Delivered,10.0
O00344,C03779,2025-10-25,UPI,Kochi,Delivered,15.0
O00345,C03412,2025-08-17,UPI,Delhi,Delivered,15.0
O00346,C01269,2025-05-06,UPI,Mumbai,Cancelled,20.0
O00347,C00940,2025-06-02,UPI,Hyderabad,Delivered,0.0
O00348,C02377,2025-06-11,UPI,Mumbai,Delivered,25.0
O00349,C03952,2025-10-05,UPI,Lucknow,Delivered,20.0
O00350,C00196,2025-06-28,UPI,Kolkata,Delivered,20.0
O00351,C04158,2025-05-24,Card,Chennai,Delivered,30.0
O00352,C03097,2025-05-19,UPI,Lucknow,Delivered,10.0
O00353,C03636,2025-07-25,COD,Ahmedabad,Delivered,0.0
O00354,C00562,2025-04-06,COD,Indore,Delivered,20.0
O00355,C03450,2025-08-02,UPI,Bangalore,Delivered,0.0
O00356,C03367,2025-03-10,UPI,Pune,Delivered,15.0
O00357,C03124,2025-12-22,COD,Hyderabad,Delivered,10.0
O00358,C02892,2025-11-14,Net Banking,Delhi,Delivered,0.0
O00359,C00040,2025-01-19,UPI,Kochi,Delivered,10.0
O00360,C01768,2025-11-12,UPI,Kochi,Cancelled,15.0
O00361,C02505,2025-12-17,UPI,Kochi,Delivered,0.0
O00362,C00788,2025-04-11,Card,Bangalore,Delivered,0.0
O00363,C01877,2025-03-22,Net Banking,Mumbai,Delivered,10.0
O00364,C04098,2025-07-02,COD,Bangalore,Delivered,0.0
O00365,C01493,2025-01-18,Card,Delhi,Delivered,25.0
O00366,C01130,2025-06-04,Card,Bangalore,Delivered,20.0
O00367,C02264,2025-12-07,UPI,Kochi,Delivered,10.0
O00368,C04873,2025-05-09,Card,Chennai,Delivered,0.0
O00369,C04510,2025-11-11,UPI,Kochi,Delivered,10.0
O00370,C04022,2025-06-10,UPI,Hyderabad,Delivered,15.0
O00371,C04306,2025-04-29,UPI,Bangalore,Delivered,10.0
O00372,C02186,2025-11-28,Card,Bangalore,Delivered,25.0
O00373,C01645,2025-06-22,COD,Indore,Cancelled,20.0
O00374,C03561,2025-06-02,Card,Kolkata,Delivered,5.0
O00375,C02686,2025-01-20,UPI,Kolkata,Delivered,15.0
O00376,C04822,2025-02-03,UPI,Ahmedabad,Delivered,10.0
O00377,C01413,2025-11-10,UPI,Kochi,Delivered,25.0
O00378,C01222,2025-03-01,UPI,Pune,Delivered,10.0
O00379,C02250,2025-06-07,Card,Pune,Delivered,10.0
O00380,C02240,2025-12-30,UPI,Jaipur,Delivered,10.0
O00381,C04203,2025-07-25,COD,Ahmedabad,Delivered,5.0
O00382,C04423,2025-04-03,Card,Indore,Delivered,0.0
O00383,C00644,2025-08-06,UPI,Lucknow,Delivered,5.0
O00384,C04453,2025-11-19,Card,Lucknow,Delivered,5.0
O00385,C02549,2025-03-30,UPI,Indore,Delivered,0.0
O00386,C04604,2025-06-22,Card,Indore,Delivered,15.0
O00387,C03806,2025-02-09,COD,Indore,Returned,0.0
O00388,C04291,2025-07-22,Card,Delhi,Cancelled,20.0
O00389,C04143,2025-08-09,UPI,Kolkata,Delivered,0.0
O00390,C01386,2025-02-16,COD,Ahmedabad,Delivered,0.0
O00391,C02585,2025-08-31,Card,Chennai,Delivered,30.0
O00392,C01602,2025-03-29,Card,Chennai,Delivered,30.0
O00393,C04943,2025-06-06,Card,Ahmedabad,Delivered,5.0
O00394,C04805,2025-06-11,UPI,Ahmedabad,Delivered,0.0
O00395,C03318,2025-01-20,Card,Hyderabad,Delivered,5.0
O00396,C00808,2025-05-28,Card,Jaipur,Delivered,10.0
O00397,C02660,2025-07-20,Net Banking,Kolkata,Delivered,5.0
O00398,C00115,2025-11-08,UPI,Kochi,Delivered,5.0
O00399,C02728,2025-05-31,UPI,Bangalore,Delivered,15.0
O00400,C04727,2025-04-10,Net Banking,Kochi,Delivered,20.0
O00401,C02267,2025-09-04,UPI,Mumbai,Delivered,25.0
O00402,C04293,2025-04-23,COD,Bangalore,Delivered,10.0
O00403,C04497,2025-08-07,UPI,Kolkata,Delivered,5.0
O00404,C03902,2025-12-10,UPI,Jaipur,Delivered,10.0
O00405,C02729,2025-12-26,UPI,Lucknow,Delivered,20.0
O00406,C04172,2025-01-25,COD,Hyderabad,Returned,0.0
O00407,C01450,2025-10-16,UPI,Hyderabad,Delivered,20.0
O00408,C04383,2025-04-13,UPI,Hyderabad,Delivered,5.0
O00409,C01569,2025-03-20,UPI,Bangalore,Delivered,5.0
O00410,C01323,2025-01-16,UPI,Bangalore,Delivered,5.0
O00411,C00861,2025-12-07,Card,Delhi,Delivered,20.0
O00412,C00742,2025-02-28,UPI,Chennai,Delivered,0.0
O00413,C01731,2025-07-13,UPI,Mumbai,Returned,5.0
O00414,C04905,2025-05-05,UPI,Lucknow,Delivered,15.0
O00415,C02934,2025-02-01,Card,Indore,Delivered,25.0
O00416,C03519,2025-06-27,UPI,Bangalore,Cancelled,0.0
O00417,C04510,2025-08-07,Card,Jaipur,Delivered,10.0
O00418,C04527,2025-04-10,UPI,Lucknow,Delivered,20.0
