Product_ID,Product_Name,Category,Sub_Category,Unit_Cost,Selling_Price,Supplier
P0075,Accessories Product 075,Fashion,Accessories,11877.31,16717.1,Supplier_E
P0076,Personal Care Product 076,Beauty,Personal Care,9716.27,12082.97,Supplier_C
P0077,Personal Care Product 077,Beauty,Personal Care,5677.3,10405.98,Supplier_B
P0078,Decor Product 078,Home,Decor,8712.08,18121.01,Supplier_E
P0079,Clothing Product 079,Fashion,Clothing,10139.12,16242.79,Supplier_E
P0080,Fitness Product 080,Sports,Fitness,5637.16,8081.72,Supplier_E
P0081,Personal Care Product 081,Beauty,Personal Care,9442.15,12661.97,Supplier_A
P0082,Equipment Product 082,Sports,Equipment,5843.56,8524.01,Supplier_C
P0083,Organic Product 083,Grocery,Organic,4699.3,7026.05,Supplier_A
P0084,Running Product 084,Sports,Running,6360.48,10059.02,Supplier_A
P0085,Shoes Product 085,Fashion,Shoes,8142.67,14574.29,Supplier_C
P0086,Organic Product 086,Grocery,Organic,8749.9,12651.01,Supplier_D
P0087,Equipment Product 087,Sports,Equipment,4345.16,5413.54,Supplier_B
P0088,Decor Product 088,Home,Decor,6898.71,10596.08,Supplier_C
P0089,Decor Product 089,Home,Decor,10927.46,21527.82,Supplier_B
P0090,Clothing Product 090,Fashion,Clothing,11718.12,19317.51,Supplier_D
P0091,Furniture Product 091,Home,Furniture,2804.25,5800.05,Supplier_C
P0092,Skincare Product 092,Beauty,Skincare,2394.69,3959.04,Supplier_E
P0093,Beverages Product 093,Grocery,Beverages,8152.56,11807.43,Supplier_C
P0094,Shoes Product 094,Fashion,Shoes,5034.74,6917.65,Supplier_D
P0095,Beverages Product 095,Grocery,Beverages,388.25,708.58,Supplier_A
P0096,Equipment Product 096,Sports,Equipment,4227.66,7114.07,Supplier_C
P0097,Haircare Product 097,Beauty,Haircare,9700.26,16913.36,Supplier_E
P0098,Accessories Product 098,Fashion,Accessories,9589.38,18024.33,Supplier_C
P0099,Fitness Product 099,Sports,Fitness,5986.75,11095.32,Supplier_A
P0100,Outdoor Product 100,Sports,Outdoor,5723.68,7091.79,Supplier_C
P0101,Outdoor Product 101,Sports,Outdoor,6996.14,13448.78,Supplier_E
P0102,Outdoor Product 102,Sports,Outdoor,2710.82,4552.64,Supplier_D
P0103,Equipment Product 103,Sports,Equipment,6359.92,9874.02,Supplier_E
P0104,Accessories Product 104,Fashion,Accessories,231.45,389.71,Supplier_D
P0105,Furniture Product 105,Home,Furniture,5759.16,10085.48,Supplier_E
P0106,Fitness Product 106,Sports,Fitness,4099.01,5470.36,Supplier_B
P0107,Personal Care Product 107,Beauty,Personal Care,8130.95,12811.73,Supplier_C
P0108,Bags Product 108,Fashion,Bags,7696.41,11560.22,Supplier_C
P0109,Headphones Product 109,Electronics,Headphones,4631.95,7019.11,Supplier_A
P0110,Kitchen Product 110,Home,Kitchen,186.55,239.19,Supplier_B
P0111,Skincare Product 111,Beauty,Skincare,3102.06,4168.73,Supplier_A
P0112,Equipment Product 112,Sports,Equipment,7636.84,10276.51,Supplier_C
P0113,Clothing Product 113,Fashion,Clothing,961.24,1476.37,Supplier_A
P0114,Clothing Product 114,Fashion,Clothing,1380.94,2768.84,Supplier_D
P0115,Running Product 115,Sports,Running,7799.72,10805.92,Supplier_B
P0116,Haircare Product 116,Beauty,Haircare,9093.63,14318.59,Supplier_E
P0117,Bags Product 117,Fashion,Bags,3926.44,5812.89,Supplier_D
P0118,Staples Product 118,Grocery,Staples,5927.11,11312.75,Supplier_E
P0119,Furniture Product 119,Home,Furniture,11353.97,14136.98,Supplier_A
P0120,Makeup Product 120,Beauty,Makeup,11351.97,15630.4,Supplier_C
P0121,Fitness Product 121,Sports,Fitness,3759.28,5223.81,Supplier_D
P0122,Skincare Product 122,Beauty,Skincare,9738.86,20389.93,Supplier_B
P0123,Snacks Product 123,Grocery,Snacks,7167.93,12283.66,Supplier_E
P0124,Personal Care Product 124,Beauty,Personal Care,11708.27,15514.19,Supplier_D
P0125,Speakers Product 125,Electronics,Speakers,5783.6,8357.18,Supplier_C
P0126,Running Product 126,Sports,Running,9319.01,12590.35,Supplier_B
P0127,Kitchen Product 127,Home,Kitchen,9240.83,12125.3,Supplier_B
P0128,Equipment Product 128,Sports,Equipment,6019.45,11542.08,Supplier_E
P0129,Accessories Product 129,Electronics,Accessories,9568.0,15750.63,Supplier_D
P0130,Fitness Product 130,Sports,Fitness,3206.38,5669.17,Supplier_D
P0131,Equipment Product 131,Sports,Equipment,1554.81,2329.3,Supplier_B
P0132,Furniture Product 132,Home,Furniture,5159.45,8762.43,Supplier_A
P0133,Wearables Product 133,Electronics,Wearables,11329.2,16221.29,Supplier_B
P0134,Outdoor Product 134,Sports,Outdoor,6058.86,8950.35,Supplier_C
P0135,Staples Product 135,Grocery,Staples,7659.58,13687.78,Supplier_D
P0136,Running Product 136,Sports,Running,7527.53,10051.62,Supplier_E
P0137,Accessories Product 137,Fashion,Accessories,1677.62,2945.06,Supplier_D
P0138,Equipment Product 138,Sports,Equipment,4744.53,9332.54,Supplier_B
P0139,Furniture Product 139,Home,Furniture,8512.57,11137.68,Supplier_C
P0140,Accessories Product 140,Fashion,Accessories,11666.68,23423.37,Supplier_A
P0141,Organic Product 141,Grocery,Organic,2099.41,2669.4,Supplier_D
P0142,Beverages Product 142,Grocery,Beverages,4984.26,7546.26,Supplier_B
P0143,Beverages Product 143,Grocery,Beverages,1231.62,2154.67,Supplier_B
P0144,Speakers Product 144,Electronics,Speakers,2984.28,5083.64,Supplier_B
P0145,Snacks Product 145,Grocery,Snacks,4583.44,5897.75,Supplier_C
P0146,Personal Care Product 146,Beauty,Personal Care,6533.65,12538.22,Supplier_B
P0147,Furniture Product 147,Home,Furniture,2843.75,5903.16,Supplier_B
P0148,Speakers Product 148,Electronics,Speakers,2808.0,3827.6,Supplier_B
P0149,Shoes Product 149,Fashion,Shoes,9356.18,18764.92,Supplier_D
P0150,Personal Care Product 150,Beauty,Personal Care,11555.44,19657.29,Supplier_B
P0151,Speakers Product 151,Electronics,Speakers,3950.99,8069.27,Supplier_C
P0152,Kitchen Product 152,Home,Kitchen,8287.11,11257.85,Supplier_D
P0153,Accessories Product 153,Fashion,Accessories,3171.16,6065.86,Supplier_B
P0154,Decor Product 154,Home,Decor,11142.63,13970.67,Supplier_A
P0155,Appliances Product 155,Home,Appliances,8107.54,16173.54,Supplier_C
P0156,Shoes Product 156,Fashion,Shoes,9651.85,17438.42,Supplier_A
P0157,Beverages Product 157,Grocery,Beverages,687.31,1053.8,Supplier_C
P0158,Running Product 158,Sports,Running,7222.22,9904.7,Supplier_A
P0159,Kitchen Product 159,Home,Kitchen,6378.59,12341.8,Supplier_B
P0160,Organic Product 160,Grocery,Organic,3586.66,6251.25,Supplier_A
P0161,Shoes Product 161,Fashion,Shoes,3222.92,4912.94,Supplier_A
P0162,Kitchen Product 162,Home,Kitchen,7002.3,11199.84,Supplier_C
P0163,Outdoor Product 163,Sports,Outdoor,8507.18,16537.01,Supplier_B
P0164,Bags Product 164,Fashion,Bags,494.76,744.63,Supplier_C
P0165,Headphones Product 165,Electronics,Headphones,6852.08,8775.25,Supplier_B
P0166,Accessories Product 166,Electronics,Accessories,2128.47,4299.84,Supplier_E
P0167,Beverages Product 167,Grocery,Beverages,1770.32,2741.53,Supplier_D
P0168,Accessories Product 168,Electronics,Accessories,7515.12,11374.5,Supplier_D
P0169,Personal Care Product 169,Beauty,Personal Care,3799.35,5258.15,Supplier_C
P0170,Furniture Product 170,Home,Furniture,5346.47,10734.0,Supplier_B
P0171,Furniture Product 171,Home,Furniture,4383.99,6118.98,Supplier_A
P0172,Clothing Product 172,Fashion,Clothing,7815.2,13856.39,Supplier_D
P0173,Haircare Product 173,Beauty,Haircare,5694.43,11347.23,Supplier_C
P0174,Decor Product 174,Home,Decor,11565.16,14241.6,Supplier_C
P0175,Bags Product 175,Fashion,Bags,4293.35,8354.48,Supplier_C
P0176,Outdoor Product 176,Sports,Outdoor,8909.38,13983.62,Supplier_B
P0177,Kitchen Product 177,Home,Kitchen,3161.78,5666.47,Supplier_C
P0178,Organic Product 178,Grocery,Organic,6154.16,9447.65,Supplier_E
P0179,Kitchen Product 179,Home,Kitchen,6675.58,12189.37,Supplier_A
P0180,Fitness Product 180,Sports,Fitness,4016.4,5738.9,Supplier_C
P0181,Outdoor Product 181,Sports,Outdoor,5714.19,6969.81,Supplier_B
P0182,Kitchen Product 182,Home,Kitchen,3423.42,7028.31,Supplier_A
P0183,Running Product 183,Sports,Running,171.41,208.22,Supplier_A
P0184,Bags Product 184,Fashion,Bags,2666.21,5176.95,Supplier_D
P0185,Appliances Product 185,Home,Appliances,8430.76,11400.27,Supplier_C
P0186,Decor Product 186,Home,Decor,9274.46,14403.22,Supplier_C
P0187,Speakers Product 187,Electronics,Speakers,3434.41,6663.59,Supplier_B
P0188,Beverages Product 188,Grocery,Beverages,4955.71,6865.34,Supplier_E
P0189,Decor Product 189,Home,Decor,544.65,1077.94,Supplier_E
P0190,Headphones Product 190,Electronics,Headphones,2921.05,4813.84,Supplier_D
P0191,Fitness Product 191,Sports,Fitness,9372.71,14335.92,Supplier_E
P0192,Staples Product 192,Grocery,Staples,7311.24,13132.41,Supplier_B
P0193,Organic Product 193,Grocery,Organic,2548.67,3841.48,Supplier_D
P0194,Equipment Product 194,Sports,Equipment,3163.56,4785.07,Supplier_C
P0195,Accessories Product 195,Fashion,Accessories,9819.94,18266.79,Supplier_E
P0196,Speakers Product 196,Electronics,Speakers,2588.1,3827.41,Supplier_B
P0197,Appliances Product 197,Home,Appliances,4076.48,5628.38,Supplier_B
P0198,Speakers Product 198,Electronics,Speakers,8005.87,15426.36,Supplier_C
P0199,Fitness Product 199,Sports,Fitness,6777.24,13045.06,Supplier_B
P0200,Equipment Product 200,Sports,Equipment,5584.36,9202.06,Supplier_D
P0201,Accessories Product 201,Fashion,Accessories,10806.92,18090.68,Supplier_D
P0202,Organic Product 202,Grocery,Organic,2714.55,4958.04,Supplier_A
P0203,Snacks Product 203,Grocery,Snacks,8922.9,14797.26,Supplier_C
P0204,Running Product 204,Sports,Running,1992.86,3139.42,Supplier_B
P0205,Headphones Product 205,Electronics,Headphones,7427.23,15563.05,Supplier_E
P0206,Snacks Product 206,Grocery,Snacks,10460.42,13942.45,Supplier_D
P0207,Furniture Product 207,Home,Furniture,5549.03,9618.99,Supplier_C
P0208,Appliances Product 208,Home,Appliances,8719.1,17414.46,Supplier_C
P0209,Speakers Product 209,Electronics,Speakers,9862.68,17935.22,Supplier_D
P0210,Bags Product 210,Fashion,Bags,1718.71,3425.1,Supplier_A
P0211,Furniture Product 211,Home,Furniture,8499.34,12771.97,Supplier_C
P0212,Accessories Product 212,Electronics,Accessories,11046.11,15959.35,Supplier_B
P0213,Headphones Product 213,Electronics,Headphones,6958.81,13682.03,Supplier_E
P0214,Outdoor Product 214,Sports,Outdoor,2314.85,3598.9,Supplier_E
P0215,Staples Product 215,Grocery,Staples,1610.62,2961.47,Supplier_D
P0216,Running Product 216,Sports,Running,3190.85,4253.32,Supplier_C
P0217,Staples Product 217,Grocery,Staples,1331.81,2504.14,Supplier_E
P0218,Shoes Product 218,Fashion,Shoes,6209.39,10519.23,Supplier_C
P0219,Accessories Product 219,Fashion,Accessories,929.49,1340.09,Supplier_D
P0220,Accessories Product 220,Fashion,Accessories,2758.52,4537.91,Supplier_A
P0221,Headphones Product 221,Electronics,Headphones,5334.93,9748.25,Supplier_E
P0222,Speakers Product 222,Electronics,Speakers,5739.59,6948.91,Supplier_B
P0223,Running Product 223,Sports,Running,6828.24,12111.39,Supplier_D
P0224,Kitchen Product 224,Home,Kitchen,8496.82,14337.8,Supplier_A
P0225,Snacks Product 225,Grocery,Snacks,662.02,925.67,Supplier_B
P0226,Beverages Product 226,Grocery,Beverages,1059.39,1989.2,Supplier_B
P0227,Shoes Product 227,Fashion,Shoes,824.22,1214.17,Supplier_E
P0228,Organic Product 228,Grocery,Organic,5135.49,7442.22,Supplier_C
P0229,Skincare Product 229,Beauty,Skincare,597.99,971.19,Supplier_D
P0230,Bags Product 230,Fashion,Bags,8978.37,16237.69,Supplier_B
P0231,Staples Product 231,Grocery,Staples,2753.7,5606.43,Supplier_E
P0232,Running Product 232,Sports,Running,11276.63,14966.59,Supplier_A
P0233,Organic Product 233,Grocery,Organic,5888.2,9166.88,Supplier_B
P0234,Wearables Product 234,Electronics,Wearables,5411.28,6819.79,Supplier_A
P0235,Outdoor Product 235,Sports,Outdoor,9388.41,17675.52,Supplier_D
P0236,Fitness Product 236,Sports,Fitness,8586.53,13763.86,Supplier_E
P0237,Outdoor Product 237,Sports,Outdoor,7326.98,13454.07,Supplier_A
P0238,Skincare Product 238,Beauty,Skincare,11228.25,16729.81,Supplier_C
P0239,Skincare Product 239,Beauty,Skincare,5124.89,10044.2,Supplier_A
P0240,Organic Product 240,Grocery,Organic,9721.53,16345.25,Supplier_A
P0241,Bags Product 241,Fashion,Bags,4623.11,9473.89,Supplier_E
P0242,Snacks Product 242,Grocery,Snacks,10076.31,12806.32,Supplier_E
P0243,Organic Product 243,Grocery,Organic,3187.75,5300.75,Supplier_B
P0244,Beverages Product 244,Grocery,Beverages,3542.28,6694.24,Supplier_A
P0245,Speakers Product 245,Electronics,Speakers,8166.65,14211.09,Supplier_A
P0246,Outdoor Product 246,Sports,Outdoor,2631.29,3212.48,Supplier_E
P0247,Furniture Product 247,Home,Furniture,2826.93,5866.18,Supplier_C
P0248,Accessories Product 248,Fashion,Accessories,3732.62,5481.12,Supplier_E
P0249,Bags Product 249,Fashion,Bags,8179.25,11650.12,Supplier_C
P0250,Fitness Product 250,Sports,Fitness,10683.72,17490.25,Supplier_E
P0251,Clothing Product 251,Fashion,Clothing,8127.36,13718.51,Supplier_D
P0252,Fitness Product 252,Sports,Fitness,9950.99,18803.98,Supplier_A
P0253,Bags Product 253,Fashion,Bags,6568.37,10206.89,Supplier_C
P0254,Organic Product 254,Grocery,Organic,920.19,1468.59,Supplier_D
P0255,Wearables Product 255,Electronics,Wearables,1295.55,2178.42,Supplier_C
P0256,Accessories Product 256,Fashion,Accessories,6697.26,10413.89,Supplier_B
P0257,Shoes Product 257,Fashion,Shoes,4000.83,8094.05,Supplier_B
P0258,Kitchen Product 258,Home,Kitchen,2724.76,5357.22,Supplier_A
P0259,Speakers Product 259,Electronics,Speakers,5648.46,9091.06,Supplier_D
P0260,Snacks Product 260,Grocery,Snacks,8031.31,9638.98,Supplier_D
P0261,Wearables Product 261,Electronics,Wearables,4681.4,9413.55,Supplier_B
P0262,Accessories Product 262,Electronics,Accessories,9650.25,12660.19,Supplier_A
P0263,Clothing Product 263,Fashion,Clothing,8888.43,12622.11,Supplier_B
P0264,Haircare Product 264,Beauty,Haircare,8845.49,11827.53,Supplier_D
P0265,Accessories Product 265,Fashion,Accessories,11823.76,16102.0,Supplier_C
P0266,Fitness Product 266,Sports,Fitness,3613.24,6946.78,Supplier_D
P0267,Furniture Product 267,Home,Furniture,7772.23,13380.29,Supplier_A
P0268,Headphones Product 268,Electronics,Headphones,10280.19,21182.18,Supplier_D
P0269,Fitness Product 269,Sports,Fitness,6996.34,9853.0,Supplier_E
P0270,Organic Product 270,Grocery,Organic,9495.08,15544.12,Supplier_D
P0271,Fitness Product 271,Sports,Fitness,5031.98,10464.94,Supplier_E
P0272,Skincare Product 272,Beauty,Skincare,7126.85,13853.17,Supplier_B
P0273,Wearables Product 273,Electronics,Wearables,762.43,1414.88,Supplier_E
P0274,Bags Product 274,Fashion,Bags,11830.63,16208.88,Supplier_D
P0275,Accessories Product 275,Electronics,Accessories,9620.22,18205.93,Supplier_D
P0276,Furniture Product 276,Home,Furniture,10438.83,15791.95,Supplier_D
P0277,Headphones Product 277,Electronics,Headphones,8362.1,14027.28,Supplier_A
P0278,Running Product 278,Sports,Running,2314.0,4045.44,Supplier_B
P0279,Equipment Product 279,Sports,Equipment,469.24,820.43,Supplier_E
P0280,Shoes Product 280,Fashion,Shoes,10389.41,19260.63,Supplier_C
P0281,Accessories Product 281,Fashion,Accessories,4816.33,8647.87,Supplier_E
P0282,Clothing Product 282,Fashion,Clothing,3239.99,4087.36,Supplier_D
P0283,Organic Product 283,Grocery,Organic,6783.91,10933.03,Supplier_C
P0284,Furniture Product 284,Home,Furniture,5108.69,9183.48,Supplier_C
P0285,Organic Product 285,Grocery,Organic,7854.83,11518.27,Supplier_E
P0286,Organic Product 286,Grocery,Organic,5857.14,8678.82,Supplier_E
P0287,Staples Product 287,Grocery,Staples,8397.07,11017.89,Supplier_E
P0288,Wearables Product 288,Electronics,Wearables,10255.74,16170.77,Supplier_E
P0289,Skincare Product 289,Beauty,Skincare,2427.13,5068.21,Supplier_B
P0290,Speakers Product 290,Electronics,Speakers,4020.25,5856.65,Supplier_A
P0291,Shoes Product 291,Fashion,Shoes,5298.11,8891.78,Supplier_A
P0292,Appliances Product 292,Home,Appliances,11548.5,21583.15,Supplier_E
P0293,Organic Product 293,Grocery,Organic,4447.47,5390.99,Supplier_A
P0294,Speakers Product 294,Electronics,Speakers,4635.09,9318.36,Supplier_E
P0295,Outdoor Product 295,Sports,Outdoor,7876.32,12191.72,Supplier_E
P0296,Staples Product 296,Grocery,Staples,5088.48,10086.41,Supplier_E
P0297,Accessories Product 297,Electronics,Accessories,11419.56,14103.76,Supplier_B
P0298,Outdoor Product 298,Sports,Outdoor,10744.18,14301.55,Supplier_D
P0299,Wearables Product 299,Electronics,Wearables,6209.56,9253.96,Supplier_A
P0300,Headphones Product 300,Electronics,Headphones,7772.83,11744.09,Supplier_A
P0301,Staples Product 301,Grocery,Staples,790.56,1551.88,Supplier_B
P0302,Speakers Product 302,Electronics,Speakers,8379.19,10139.5,Supplier_B
P0303,Accessories Product 303,Fashion,Accessories,8515.69,15132.39,Supplier_E
P0304,Equipment Product 304,Sports,Equipment,4374.47,5766.34,Supplier_E
P0305,Decor Product 305,Home,Decor,2714.23,5268.03,Supplier_D
P0306,Makeup Product 306,Beauty,Makeup,10989.43,20887.78,Supplier_A
P0307,Snacks Product 307,Grocery,Snacks,5177.79,8542.99,Supplier_B
P0308,Equipment Product 308,Sports,Equipment,7879.1,10963.13,Supplier_D
P0309,Shoes Product 309,Fashion,Shoes,496.61,879.52,Supplier_A
P0310,Equipment Product 310,Sports,Equipment,5027.4,6739.9,Supplier_D
P0311,Appliances Product 311,Home,Appliances,9825.38,13470.81,Supplier_D
P0312,Snacks Product 312,Grocery,Snacks,4712.15,8312.33,Supplier_E
P0313,Outdoor Product 313,Sports,Outdoor,7277.62,15225.55,Supplier_D
P0314,Clothing Product 314,Fashion,Clothing,2597.28,5199.64,Supplier_E
P0315,Beverages Product 315,Grocery,Beverages,5056.66,8767.22,Supplier_A
P0316,Accessories Product 316,Fashion,Accessories,11138.89,18765.5,Supplier_A
P0317,Snacks Product 317,Grocery,Snacks,6840.78,14355.69,Supplier_E
P0318,Haircare Product 318,Beauty,Haircare,10832.98,18336.52,Supplier_C
P0319,Decor Product 319,Home,Decor,10834.03,17097.24,Supplier_D
P0320,Haircare Product 320,Beauty,Haircare,11335.36,22881.56,Supplier_A
P0321,Headphones Product 321,Electronics,Headphones,10755.16,15173.01,Supplier_D
P0322,Accessories Product 322,Fashion,Accessories,139.05,179.06,Supplier_C
P0323,Skincare Product 323,Beauty,Skincare,11214.78,19857.8,Supplier_D
P0324,Accessories Product 324,Fashion,Accessories,1735.77,2232.66,Supplier_C
P0325,Snacks Product 325,Grocery,Snacks,575.12,883.29,Supplier_B
P0326,Shoes Product 326,Fashion,Shoes,759.12,1200.34,Supplier_C
P0327,Speakers Product 327,Electronics,Speakers,4252.1,7197.89,Supplier_A
P0328,Clothing Product 328,Fashion,Clothing,7487.57,15667.69,Supplier_E
P0329,Beverages Product 329,Grocery,Beverages,4887.5,6837.04,Supplier_E
P0330,Snacks Product 330,Grocery,Snacks,404.1,621.58,Supplier_D
P0331,Haircare Product 331,Beauty,Haircare,5770.14,7610.91,Supplier_B
P0332,Decor Product 332,Home,Decor,5361.36,9365.5,Supplier_D
P0333,Fitness Product 333,Sports,Fitness,9106.51,16891.72,Supplier_C
P0334,Haircare Product 334,Beauty,Haircare,3427.39,5599.91,Supplier_E
P0335,Accessories Product 335,Electronics,Accessories,2688.62,3821.2,Supplier_C
P0336,Equipment Product 336,Sports,Equipment,3145.67,5532.6,Supplier_E
P0337,Clothing Product 337,Fashion,Clothing,3714.5,6259.83,Supplier_E
P0338,Haircare Product 338,Beauty,Haircare,7230.06,9789.99,Supplier_E
P0339,Equipment Product 339,Sports,Equipment,5711.15,8938.6,Supplier_A
P0340,Skincare Product 340,Beauty,Skincare,4109.05,6540.28,Supplier_C
P0341,Shoes Product 341,Fashion,Shoes,4554.34,9492.87,Supplier_D
P0342,Staples Product 342,Grocery,Staples,4513.99,8867.09,Supplier_B
P0343,Personal Care Product 343,Beauty,Personal Care,11671.64,21720.15,Supplier_D
P0344,Headphones Product 344,Electronics,Headphones,2872.66,5745.03,Supplier_C
P0345,Outdoor Product 345,Sports,Outdoor,9834.93,18312.01,Supplier_B
P0346,Outdoor Product 346,Sports,Outdoor,8527.71,17166.81,Supplier_D
P0347,Outdoor Product 347,Sports,Outdoor,166.28,207.7,Supplier_B
P0348,Makeup Product 348,Beauty,Makeup,11918.8,19194.75,Supplier_C
P0349,Shoes Product 349,Fashion,Shoes,9101.63,17040.15,Supplier_E
P0350,Personal Care Product 350,Beauty,Personal Care,8221.15,14181.21,Supplier_C
P0351,Skincare Product 351,Beauty,Skincare,4923.36,6684.2,Supplier_A
P0352,Organic Product 352,Grocery,Organic,6706.92,10103.59,Supplier_B
P0353,Equipment Product 353,Sports,Equipment,3113.92,4627.28,Supplier_C
P0354,Shoes Product 354,Fashion,Shoes,522.25,749.54,Supplier_E
P0355,Furniture Product 355,Home,Furniture,10048.66,15161.64,Supplier_E
